Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_Employment,Q4_Income,Q5_Pet_Type,Q5b_Ownership_Duration,Q6_Boarding_Frequency,Q7_Boarding_Reason,Q8_Kennel,Q8_Home_Sitter,Q8_App,Q8_Vet_Clinic,Q8_Family_Friends,Q8_Never_Used,Q9_Monthly_Pet_Spend_USD,Q10_Attachment_1,Q10_Attachment_2,Q10_Attachment_3,Q10_Attachment_4,Q10_Attachment_5,Q11_Urgency,Q12_Satisfaction_1,Q12_Satisfaction_2,Q12_Satisfaction_3,Q12_Satisfaction_4,Q13_Concern_Safety,Q13_Concern_Feeding,Q13_Concern_No_Updates,Q13_Concern_Caretaker_Exp,Q13_Concern_Hygiene,Q13_Concern_Pet_Emotion,Q13_Concern_Emergency,Q13_Concern_Trust,Q14_Budget_Live_Video,Q14_Budget_Verified_Profiles,Q14_Budget_Messaging,Q14_Budget_CCTV,Q14_Budget_Custom_Care,Q14_Budget_Health_Log,Q14_Budget_Emergency_Coord,Q14_Budget_Grooming,Q15_Care_Preference,Q16_Trust_1,Q16_Trust_2,Q16_Trust_3,Q16_Trust_4,Q17_Competitive_Awareness,Q18_Switching_Threshold,Q19_PSM_TooChеap_USD,Q19_PSM_GoodValue_USD,Q19_PSM_GettingExpensive_USD,Q19_PSM_TooExpensive_USD,Q20_Payment_Model,Q21_Attitude_1,Q21_Attitude_2,Q21_Attitude_3,Q22_Norm_1,Q22_Norm_2,Q22_Norm_3,Q23_Control_1,Q23_Control_2,Q23_Control_3,Q24_Adoption_Barrier,Q25_Adoption_Intent,Cluster_Label,Is_Outlier,Derived_Attachment_Index,Derived_Concern_Index,Derived_Trust_Index,Derived_TPB_Attitude_Score,Derived_TPB_Norm_Score,Derived_TPB_Control_Score,Derived_TPB_Composite,Derived_Satisfaction_Index,Derived_PSM_WTP_Midpoint
R1775,40-49,Female,Self-employed,USD 5000-9999,Dog,7+ years,Occasionally (2-4/yr),Work travel,0,0,0,0,1,0,138,5,4,4,4,3,Yes - confirmed,4,4,4,3,3,4,3,3,3,5,4,4,0,4,2,0,0,0,8,1,Home-based caretaker,3,3,3,3,Heard of but not used,Would not switch,9,28,53,61,Monthly subscription,3,3,2,3,3,2,5,3,3,Unknown caretaker trust,Maybe,Trust-Sceptical Non-Adopter,No,4.0,3.62,3.0,2.67,2.67,3.67,3.0,3.75,40.5
R1776,40-49,Female,Retired,USD 5000-9999,Dog,< 1 year,Occasionally (2-4/yr),Work travel,0,0,0,0,1,0,91,3,3,3,4,4,Yes - confirmed,3,2,4,4,4,4,4,4,3,4,3,3,0,5,2,1,0,2,3,2,Home-based caretaker,3,4,4,5,Heard of but not used,Marginally better,15,34,56,80,Annual membership,4,4,3,3,3,4,4,4,5,Data privacy concern,Yes,Convenience-Driven Casual Owner,No,3.4,3.62,4.0,3.67,3.33,4.33,3.78,3.25,45.0
R1777,60 or above,Female,Student,USD 2000-4999,Cat,< 1 year,Frequently (5-10/yr),Other,0,0,0,0,1,0,126,4,3,4,4,4,Maybe - possible,2,3,3,4,4,3,3,3,3,4,3,4,0,2,2,1,2,3,1,4,Home-based caretaker,3,4,4,3,Yes - aware and used,Significantly better,11,22,50,86,Pay-per-booking,3,3,5,2,3,3,4,3,3,Inconsistent quality,No,Budget-Sensitive Occasional User,No,3.8,3.38,3.5,3.67,2.67,3.33,3.22,3.0,36.0
R1778,Under 22,Male,Full-time,USD 10000-19999,Dog,1-3 years,Rarely (≤1/yr),Personal holiday,1,0,0,0,1,0,80,4,2,4,3,3,No - no near-term need,4,4,3,3,3,3,3,4,4,4,4,3,0,2,5,0,4,2,1,1,No preference,3,3,3,2,Not aware,Noticeably better,12,25,40,63,Pay-per-booking,3,4,4,3,3,3,3,3,3,Inconsistent quality,No,Budget-Sensitive Occasional User,No,3.2,3.5,2.75,3.67,3.0,3.0,3.22,3.5,32.5
R1779,30-39,Female,Student,USD 10000-19999,Rabbit/small mammal,1-3 years,Frequently (5-10/yr),Personal holiday,0,0,1,0,1,0,117,4,2,3,4,3,No - no near-term need,4,3,3,3,4,4,3,3,3,4,3,3,0,0,2,6,1,0,6,0,Home-based caretaker,3,4,4,3,Yes - aware and used,Significantly better,6,17,37,76,Pay-per-booking,3,4,4,3,2,4,2,3,3,No significant barrier,Maybe,Budget-Sensitive Occasional User,No,3.2,3.38,3.5,3.67,3.0,2.67,3.11,3.25,27.0
R1780,50-59,Male,Full-time,USD 5000-9999,Bird,1-3 years,Occasionally (2-4/yr),Medical/family emergency,1,0,0,0,0,0,117,4,3,3,4,4,No - no near-term need,3,4,4,4,4,3,4,3,3,4,4,4,2,4,0,0,1,1,3,4,Home-based caretaker,3,3,2,4,Heard of but not used,Significantly better,14,27,58,66,Pay-per-booking,2,3,4,2,3,3,3,4,3,Data privacy concern,Maybe,Trust-Sceptical Non-Adopter,No,3.6,3.62,3.0,3.0,2.67,3.33,3.0,3.75,42.5
R1781,40-49,Male,Self-employed,USD 2000-4999,Dog,4-7 years,Rarely (≤1/yr),Long working hours,0,0,0,1,0,0,79,5,3,3,3,3,No - no near-term need,5,3,3,4,4,4,4,4,4,3,4,4,0,2,4,6,0,1,1,1,Home-based caretaker,4,4,4,3,Heard of but not used,Noticeably better,17,22,43,70,Pay-per-booking,4,3,3,3,3,3,3,3,3,No significant barrier,Maybe,Budget-Sensitive Occasional User,No,3.4,3.88,3.75,3.33,3.0,3.0,3.11,3.75,32.5
R1782,22-29,Male,Student,USD 20000+,Cat,4-7 years,Never,Work travel,0,0,0,1,1,0,42,4,3,5,4,4,Yes - confirmed,2,3,4,4,5,3,3,4,3,3,3,3,0,2,5,0,4,1,1,2,Home-based caretaker,3,3,3,3,Not aware,Marginally better,23,32,60,79,Annual membership,2,3,4,2,2,3,3,3,3,Unknown caretaker trust,Yes,Trust-Sceptical Non-Adopter,No,4.0,3.38,3.0,3.0,2.33,3.0,2.78,3.25,46.0
R1783,50-59,Male,Full-time,USD 5000-9999,Cat,7+ years,Never,Work travel,0,0,0,0,1,0,188,4,1,4,3,3,No - no near-term need,4,3,4,3,4,4,4,4,3,4,3,4,2,3,1,0,7,0,1,1,No preference,2,3,2,2,Heard of but not used,Noticeably better,6,24,43,98,Freemium,2,3,3,2,2,3,3,3,4,Data privacy concern,No,Trust-Sceptical Non-Adopter,No,3.0,3.75,2.25,2.67,2.33,3.33,2.78,3.5,33.5
R1784,50-59,Male,Self-employed,USD 10000-19999,Dog,1-3 years,Frequently (5-10/yr),Medical/family emergency,0,0,0,1,0,0,91,3,3,3,3,4,No - no near-term need,4,3,3,3,5,4,3,4,4,3,5,5,5,2,1,2,0,2,0,3,Home-based caretaker,2,2,2,1,Not aware,Would not switch,23,29,62,79,Annual membership,3,3,3,4,3,3,3,3,3,Data privacy concern,Maybe,Trust-Sceptical Non-Adopter,No,3.2,4.12,1.75,3.0,3.33,3.0,3.11,3.25,45.5
R1785,40-49,Male,Full-time,USD 20000+,Rabbit/small mammal,7+ years,Rarely (≤1/yr),Personal holiday,0,1,0,0,0,0,219,4,3,4,4,3,Maybe - possible,5,5,3,4,4,4,4,4,3,4,4,4,0,5,5,0,4,0,1,0,Hybrid,3,3,3,3,Yes - aware and used,Noticeably better,17,25,51,79,Monthly subscription,2,3,3,3,3,3,3,3,3,Data privacy concern,No,Trust-Sceptical Non-Adopter,No,3.6,3.88,3.0,2.67,3.0,3.0,2.89,4.25,38.0
R1786,40-49,Non-binary,Self-employed,USD 10000-19999,Cat,< 1 year,Very frequently (>10/yr),Medical/family emergency,0,0,1,0,1,0,315,4,5,3,5,5,Yes - confirmed,3,3,2,3,4,4,4,4,3,4,4,4,8,1,0,0,6,0,0,0,Professional facility,5,5,4,2,Not aware,Significantly better,35,48,72,105,Annual membership,4,5,5,3,4,4,5,5,4,Unknown caretaker trust,No,Busy Working Professional,No,4.4,3.88,4.0,4.67,3.67,4.67,4.33,2.75,60.0
R1787,30-39,Female,Full-time,USD 5000-9999,Dog,1-3 years,Very frequently (>10/yr),Work travel,0,0,1,1,1,0,423,4,4,5,4,3,Yes - confirmed,3,2,3,3,4,3,3,4,3,4,4,4,1,7,1,1,1,0,2,2,Professional facility,4,4,4,4,Yes - aware and used,Significantly better,27,44,65,79,Freemium,4,4,5,4,4,5,5,5,5,Data privacy concern,Maybe,Busy Working Professional,No,4.0,3.62,4.0,4.33,4.33,5.0,4.56,2.75,54.5
R1788,40-49,Male,Part-time,Below USD 2000,Dog,7+ years,Occasionally (2-4/yr),Personal holiday,1,0,1,0,0,0,315,4,2,3,4,3,No - no near-term need,3,4,4,5,4,4,4,3,4,3,4,4,5,0,0,0,1,1,6,2,Professional facility,3,4,4,3,Heard of but not used,Significantly better,18,35,48,99,Monthly subscription,4,3,3,4,4,4,4,4,3,No significant barrier,No,Convenience-Driven Casual Owner,No,3.2,3.75,3.5,3.33,4.0,3.67,3.67,4.0,41.5
R1789,40-49,Female,Student,USD 5000-9999,Bird,7+ years,Rarely (≤1/yr),Medical/family emergency,1,0,0,0,1,0,218,3,3,3,4,4,Maybe - possible,3,3,4,4,5,3,3,3,4,4,4,5,2,3,0,0,4,5,0,1,Home-based caretaker,2,4,1,3,Yes - aware and used,Significantly better,17,25,36,55,Annual membership,3,3,2,3,3,4,4,3,4,Price too high,No,Trust-Sceptical Non-Adopter,No,3.4,3.88,2.5,2.67,3.33,3.67,3.22,3.5,30.5
R1790,30-39,Female,Unemployed,USD 10000-19999,Dog,4-7 years,Frequently (5-10/yr),Work travel,0,0,0,0,1,0,322,4,5,3,4,4,Maybe - possible,5,2,3,3,4,4,4,4,3,3,3,4,0,4,0,0,1,0,10,0,Professional facility,4,4,3,4,Heard of but not used,Not applicable,31,36,61,82,Annual membership,3,4,4,5,4,5,4,5,5,Unknown caretaker trust,Yes,Busy Working Professional,No,4.0,3.62,3.75,3.67,4.67,4.67,4.33,3.25,48.5
R1791,30-39,Male,Full-time,USD 5000-9999,Dog,1-3 years,Frequently (5-10/yr),Long working hours,1,0,1,1,0,0,336,4,3,4,4,5,Yes - confirmed,4,3,3,2,4,4,4,4,4,3,4,4,2,1,0,1,7,1,2,1,Home-based caretaker,4,5,4,4,Heard of but not used,Would not switch,45,54,75,87,Monthly subscription,5,4,4,4,5,5,5,4,5,Unknown caretaker trust,Yes,Busy Working Professional,No,4.0,3.88,4.25,4.33,4.67,4.67,4.56,3.0,64.5
R1792,40-49,Female,Full-time,USD 2000-4999,Dog,7+ years,Occasionally (2-4/yr),Personal holiday,1,1,0,0,1,0,342,5,3,5,5,5,Maybe - possible,3,3,3,3,5,4,4,4,3,5,4,3,3,3,3,1,1,2,2,0,Home-based caretaker,4,4,3,3,Yes - aware and used,Marginally better,33,48,72,98,Monthly subscription,5,4,4,4,4,4,5,4,4,Unknown caretaker trust,Yes,Busy Working Professional,No,4.6,4.0,3.5,4.33,4.0,4.33,4.22,3.0,60.0
R1793,60 or above,Female,Part-time,USD 5000-9999,Dog,< 1 year,Occasionally (2-4/yr),Work travel,0,1,0,0,1,1,199,3,2,4,4,4,No - no near-term need,3,3,5,3,4,3,3,3,3,3,4,3,3,1,2,0,0,3,6,0,Professional facility,5,4,3,4,Yes - aware and used,Marginally better,32,37,62,109,Corporate benefit,3,4,3,4,4,4,4,4,5,No significant barrier,No,Convenience-Driven Casual Owner,No,3.4,3.25,4.0,3.33,4.0,4.33,3.89,3.5,49.5
R1794,50-59,Female,Full-time,USD 5000-9999,Dog,1-3 years,Occasionally (2-4/yr),Personal holiday,0,1,0,0,0,0,297,4,2,3,3,4,Maybe - possible,5,4,3,3,3,3,5,4,3,3,4,4,0,3,3,0,5,0,1,3,Home-based caretaker,4,4,4,4,Heard of but not used,Marginally better,22,31,61,110,Annual membership,4,5,4,4,3,3,3,3,5,Limited local availability,Yes,Convenience-Driven Casual Owner,No,3.2,3.62,4.0,4.33,3.33,3.67,3.78,3.75,46.0
R1795,30-39,Male,Self-employed,Prefer not to disclose,Dog,7+ years,Rarely (≤1/yr),Long working hours,0,0,0,0,1,0,215,3,4,3,4,4,No - no near-term need,3,4,3,4,4,4,4,4,4,3,4,3,0,6,1,0,1,3,1,3,Professional facility,3,3,2,4,Not aware,Would not switch,19,29,61,69,Annual membership,2,3,3,3,3,2,3,3,3,Data privacy concern,No,Trust-Sceptical Non-Adopter,No,3.6,3.75,3.0,2.67,2.67,3.0,2.78,3.5,45.0
R1796,22-29,Female,Full-time,USD 5000-9999,Dog,1-3 years,Occasionally (2-4/yr),Work travel,1,0,0,0,1,0,304,4,4,3,4,4,No - no near-term need,2,2,3,4,4,3,3,3,2,3,4,4,4,2,3,0,0,0,4,2,Hybrid,4,4,4,4,Heard of but not used,Significantly better,21,37,52,100,Annual membership,4,4,4,3,3,4,4,4,5,Limited local availability,Maybe,Convenience-Driven Casual Owner,No,3.8,3.25,4.0,4.0,3.33,4.33,3.89,2.75,44.5
R1797,30-39,Male,Full-time,USD 20000+,Dog,7+ years,Occasionally (2-4/yr),Long working hours,1,0,1,0,1,0,408,4,4,4,4,4,Maybe - possible,3,2,3,2,4,4,5,4,4,3,3,5,2,5,2,2,0,0,4,0,No preference,3,4,4,4,Not aware,Marginally better,36,46,58,122,Annual membership,4,4,4,4,4,4,5,5,5,Inconsistent quality,Maybe,Busy Working Professional,No,4.0,4.0,3.75,4.0,4.0,5.0,4.33,2.5,52.0
R1798,30-39,Non-binary,Part-time,USD 5000-9999,Other,< 1 year,Occasionally (2-4/yr),Long working hours,0,1,1,0,1,0,253,3,3,2,4,3,No - no near-term need,4,2,5,3,4,3,4,4,3,4,4,4,0,1,1,0,1,1,10,1,No preference,4,4,5,4,Yes - aware and used,Significantly better,13,32,47,101,Pay-per-booking,3,5,4,3,3,5,4,4,5,Unknown caretaker trust,Maybe,Convenience-Driven Casual Owner,No,3.0,3.75,4.25,4.0,3.67,4.33,4.0,3.5,39.5
R1799,22-29,Male,Student,USD 10000-19999,Cat,7+ years,Occasionally (2-4/yr),Work travel,0,0,1,0,0,0,233,4,3,4,4,4,Yes - confirmed,2,3,4,3,4,3,4,5,3,4,3,4,4,1,3,1,0,2,3,1,Home-based caretaker,5,4,4,4,Yes - aware and used,Would not switch,32,44,75,91,Pay-per-booking,4,5,4,4,4,5,4,4,5,Inconsistent quality,Maybe,Busy Working Professional,No,3.8,3.75,4.25,4.33,4.33,4.33,4.33,3.0,59.5
R1800,22-29,Female,Unemployed,USD 5000-9999,Cat,1-3 years,Very frequently (>10/yr),Personal holiday,0,1,0,0,1,0,189,3,2,3,3,4,Maybe - possible,3,3,3,4,4,4,4,4,3,2,4,4,1,1,5,2,1,0,2,3,Hybrid,4,3,3,3,Heard of but not used,Would not switch,23,37,55,92,Annual membership,3,4,4,4,4,4,4,4,4,Data privacy concern,Maybe,Convenience-Driven Casual Owner,No,3.0,3.62,3.25,3.67,4.0,4.0,3.89,3.25,46.0
R1801,30-39,Male,Full-time,USD 2000-4999,Dog,4-7 years,Frequently (5-10/yr),Work travel,0,0,0,0,1,0,233,4,3,3,4,3,Maybe - possible,3,3,3,4,4,4,4,4,4,3,3,4,7,1,2,0,2,0,2,1,Professional facility,3,3,3,4,Heard of but not used,Noticeably better,25,31,55,84,Annual membership,3,3,3,2,2,3,3,3,3,Unknown caretaker trust,Maybe,Trust-Sceptical Non-Adopter,No,3.4,3.75,3.25,3.0,2.33,3.0,2.78,3.25,43.0
R1802,40-49,Male,Full-time,USD 10000-19999,Dog,4-7 years,Rarely (≤1/yr),Long working hours,1,0,0,0,0,0,293,4,4,5,4,4,No - no near-term need,4,1,2,2,4,4,5,4,3,3,4,4,3,2,1,0,2,3,4,0,Home-based caretaker,4,5,4,4,Heard of but not used,Noticeably better,36,50,78,117,Annual membership,4,4,5,4,4,4,5,5,4,Inconsistent quality,Yes,Busy Working Professional,No,4.2,3.88,4.25,4.33,4.0,4.67,4.33,2.25,64.0
R1803,40-49,Male,Retired,USD 10000-19999,Reptile,7+ years,Frequently (5-10/yr),Other,1,0,0,0,0,0,295,4,4,5,3,4,Maybe - possible,3,3,3,5,3,4,4,4,3,3,4,4,0,2,1,2,5,2,3,0,Home-based caretaker,2,3,2,3,Yes - aware and used,Significantly better,13,29,40,108,Monthly subscription,3,3,3,2,4,3,4,3,3,Inconsistent quality,Yes,Trust-Sceptical Non-Adopter,No,4.0,3.62,2.5,3.0,3.0,3.33,3.11,3.5,34.5
R1804,40-49,Male,Unemployed,USD 5000-9999,Dog,4-7 years,Rarely (≤1/yr),Long working hours,1,0,0,1,1,0,102,4,4,3,4,2,Maybe - possible,4,5,4,4,3,3,4,3,3,3,3,3,2,2,4,0,0,3,1,3,No preference,4,4,3,3,Heard of but not used,Marginally better,8,21,41,71,Freemium,3,4,3,3,3,4,3,3,4,Price too high,No,Budget-Sensitive Occasional User,No,3.4,3.12,3.5,3.33,3.33,3.33,3.33,4.25,31.0
R1805,40-49,Male,Full-time,USD 10000-19999,Dog,7+ years,Frequently (5-10/yr),Work travel,1,1,1,0,1,0,312,5,4,3,5,4,Yes - confirmed,3,4,3,3,4,4,5,4,4,5,3,4,3,4,0,1,1,2,4,0,Hybrid,5,4,3,3,Yes - aware and used,Noticeably better,39,47,80,96,Corporate benefit,4,5,5,4,4,4,5,5,4,Price too high,Yes,Busy Working Professional,No,4.2,4.12,3.75,4.67,4.0,4.67,4.44,3.25,63.5
R1806,22-29,Male,Retired,USD 2000-4999,Dog,4-7 years,Occasionally (2-4/yr),Long working hours,1,1,0,0,1,0,149,4,4,4,4,3,No - no near-term need,3,4,4,3,4,2,3,4,5,4,3,5,0,0,0,0,4,8,2,1,Professional facility,2,4,2,2,Heard of but not used,Not applicable,14,29,44,91,Monthly subscription,2,2,3,3,3,3,3,3,3,Data privacy concern,Maybe,Trust-Sceptical Non-Adopter,No,3.8,3.75,2.5,2.33,3.0,3.0,2.78,3.5,36.5
R1807,40-49,Female,Part-time,USD 10000-19999,Dog,4-7 years,Very frequently (>10/yr),Long working hours,1,0,0,0,0,0,429,4,4,5,5,5,No - no near-term need,2,2,2,3,5,4,4,4,5,5,5,5,0,3,5,6,1,0,0,0,Professional facility,2,3,5,5,Heard of but not used,Noticeably better,42,62,84,92,Annual membership,4,5,5,4,4,3,4,4,5,Price too high,Yes,Anxious Premium Pet Parent,No,4.6,4.62,3.75,4.67,3.67,4.33,4.22,2.25,73.0
R1808,40-49,Male,Self-employed,Prefer not to disclose,Cat,1-3 years,Rarely (≤1/yr),Work travel,0,1,1,0,0,1,253,4,3,3,4,3,Maybe - possible,3,3,4,2,4,3,4,3,4,4,4,4,0,3,5,0,4,0,1,2,Home-based caretaker,4,5,4,4,Yes - aware and used,Significantly better,27,33,57,81,Pay-per-booking,4,4,5,4,4,3,5,4,4,Price too high,Maybe,Convenience-Driven Casual Owner,No,3.4,3.75,4.25,4.33,3.67,4.33,4.11,3.0,45.0
R1809,30-39,Male,Full-time,USD 10000-19999,Cat,< 1 year,Frequently (5-10/yr),Medical/family emergency,1,1,0,0,0,0,428,5,5,3,4,4,No - no near-term need,1,2,3,5,4,3,5,5,4,4,5,5,4,2,3,3,3,0,0,0,Home-based caretaker,4,5,4,4,Heard of but not used,Significantly better,40,52,79,108,Monthly subscription,4,5,5,5,4,5,5,5,4,Limited local availability,Yes,Busy Working Professional,No,4.2,4.38,4.25,4.67,4.67,4.67,4.67,2.75,65.5
R1810,60 or above,Male,Full-time,USD 10000-19999,Dog,1-3 years,Frequently (5-10/yr),Other,0,0,1,1,1,0,272,4,3,4,3,4,Maybe - possible,3,2,4,4,4,3,3,4,3,4,4,4,3,3,5,0,1,0,3,0,Hybrid,3,4,4,4,Yes - aware and used,Would not switch,28,35,63,114,Freemium,4,4,4,3,4,4,4,4,4,Unknown caretaker trust,Maybe,Convenience-Driven Casual Owner,No,3.6,3.62,3.75,4.0,3.67,4.0,3.89,3.25,49.0
R1811,30-39,Male,Full-time,USD 20000+,Dog,7+ years,Very frequently (>10/yr),Medical/family emergency,0,1,1,0,0,1,324,5,4,4,4,4,Yes - confirmed,3,2,1,4,3,4,4,4,4,4,5,4,2,0,5,5,1,1,1,0,Hybrid,4,5,5,3,Not aware,Significantly better,34,49,76,124,Freemium,4,5,4,5,4,4,5,4,5,Unknown caretaker trust,Maybe,Busy Working Professional,No,4.2,4.0,4.25,4.33,4.33,4.67,4.44,2.5,62.5
R1812,40-49,Male,Full-time,USD 5000-9999,Rabbit/small mammal,1-3 years,Occasionally (2-4/yr),Work travel,0,1,1,0,1,0,361,4,3,5,4,5,Maybe - possible,4,3,3,3,4,3,5,5,4,3,4,5,1,4,2,1,2,3,2,0,Professional facility,4,4,3,4,Yes - aware and used,Marginally better,38,46,73,81,Annual membership,4,5,5,4,4,4,4,5,5,Price too high,Yes,Busy Working Professional,No,4.2,4.12,3.75,4.67,4.0,4.67,4.44,3.25,59.5
R1813,50-59,Male,Part-time,USD 5000-9999,Dog,< 1 year,Occasionally (2-4/yr),Personal holiday,1,0,0,0,1,0,121,4,3,2,3,2,No - no near-term need,5,3,4,5,3,4,3,3,3,3,3,4,1,2,1,1,2,2,6,0,Professional facility,3,3,3,3,Yes - aware and used,Noticeably better,4,21,33,55,Pay-per-booking,3,3,3,2,4,3,3,4,4,Inconsistent quality,Maybe,Budget-Sensitive Occasional User,No,2.8,3.25,3.0,3.0,3.0,3.67,3.22,4.25,27.0
R1814,30-39,Male,Part-time,USD 20000+,Dog,4-7 years,Never,Medical/family emergency,0,0,0,0,0,0,231,4,4,4,3,4,Maybe - possible,4,4,4,3,4,4,4,4,4,4,4,4,1,5,4,2,0,2,0,1,Professional facility,3,3,2,4,Yes - aware and used,Noticeably better,29,35,56,64,Monthly subscription,2,3,2,3,3,3,4,3,2,Price too high,Maybe,Trust-Sceptical Non-Adopter,No,3.8,4.0,3.0,2.33,3.0,3.0,2.78,3.75,45.5
R1815,22-29,Female,Self-employed,USD 10000-19999,Dog,7+ years,Occasionally (2-4/yr),Other,0,0,0,0,0,0,70,4,3,5,3,3,Yes - confirmed,4,3,4,4,4,4,3,3,4,3,3,4,4,2,6,0,1,1,0,1,Home-based caretaker,3,4,3,3,Not aware,Would not switch,3,21,49,73,Pay-per-booking,3,3,3,3,3,3,3,3,3,Price too high,No,Budget-Sensitive Occasional User,No,3.6,3.5,3.25,3.0,3.0,3.0,3.0,3.75,35.0
R1816,50-59,Female,Full-time,USD 10000-19999,Cat,7+ years,Very frequently (>10/yr),Work travel,0,1,0,0,1,0,240,4,4,4,5,4,Yes - confirmed,3,3,5,3,5,5,4,4,4,3,4,4,9,0,2,0,1,1,1,1,No preference,4,4,5,3,Yes - aware and used,Significantly better,35,51,84,92,Monthly subscription,4,4,5,4,5,4,4,4,5,Unknown caretaker trust,No,Busy Working Professional,No,4.2,4.12,4.0,4.33,4.33,4.33,4.33,3.5,67.5
R1817,22-29,Female,Self-employed,USD 2000-4999,Dog,7+ years,Never,Long working hours,0,0,0,0,1,0,161,4,3,3,4,3,Maybe - possible,5,3,4,4,3,3,3,3,4,3,4,3,2,1,2,0,6,0,2,2,Home-based caretaker,3,3,3,2,Yes - aware and used,Marginally better,6,22,41,89,Freemium,4,3,3,3,3,4,3,4,5,No significant barrier,No,Budget-Sensitive Occasional User,No,3.4,3.25,2.75,3.33,3.33,4.0,3.56,4.0,31.5
R1818,30-39,Female,Self-employed,Below USD 2000,Cat,7+ years,Frequently (5-10/yr),Personal holiday,0,0,0,0,0,0,182,4,3,3,4,5,Maybe - possible,3,4,3,3,4,5,4,3,4,3,4,4,0,12,1,0,1,0,0,1,Home-based caretaker,4,4,4,3,Heard of but not used,Marginally better,7,26,55,63,Pay-per-booking,3,4,3,4,4,3,4,4,4,Unknown caretaker trust,Maybe,Convenience-Driven Casual Owner,No,3.8,3.88,3.75,3.33,3.67,4.0,3.67,3.25,40.5
R1819,22-29,Female,Self-employed,USD 5000-9999,Dog,4-7 years,Occasionally (2-4/yr),Medical/family emergency,1,0,0,0,0,0,576,5,5,4,4,4,Maybe - possible,1,2,3,3,5,4,4,5,4,4,4,5,9,2,1,1,0,0,2,0,Home-based caretaker,3,4,4,4,Yes - aware and used,Not applicable,44,57,75,102,Monthly subscription,4,5,5,5,4,4,4,4,5,Data privacy concern,Yes,Anxious Premium Pet Parent,No,4.4,4.38,3.75,4.67,4.33,4.33,4.44,2.25,66.0
R1820,30-39,Non-binary,Full-time,USD 10000-19999,Dog,7+ years,Frequently (5-10/yr),Personal holiday,0,0,1,0,1,0,432,5,4,4,5,4,Yes - confirmed,3,2,3,2,4,4,5,5,4,5,5,5,4,2,0,2,4,0,2,1,Home-based caretaker,3,4,5,4,Yes - aware and used,Marginally better,38,48,59,94,Monthly subscription,5,5,4,3,3,4,4,4,4,Data privacy concern,Yes,Anxious Premium Pet Parent,No,4.4,4.62,4.0,4.67,3.33,4.0,4.0,2.5,53.5
R1821,30-39,Female,Full-time,USD 5000-9999,Rabbit/small mammal,7+ years,Frequently (5-10/yr),Work travel,0,0,0,0,1,0,261,3,4,3,4,4,Yes - confirmed,4,1,2,3,4,3,3,4,4,4,4,5,3,1,3,5,1,0,2,0,Home-based caretaker,4,5,4,4,Heard of but not used,Marginally better,32,50,65,122,Monthly subscription,4,4,4,4,4,4,5,4,5,Price too high,Yes,Busy Working Professional,No,3.6,3.88,4.25,4.0,4.0,4.67,4.22,2.5,57.5
R1822,22-29,Male,Part-time,USD 20000+,Dog,7+ years,Frequently (5-10/yr),Personal holiday,1,0,0,0,0,0,332,3,4,3,4,4,Yes - confirmed,2,2,4,3,4,3,4,4,3,4,5,4,1,5,6,0,1,0,0,2,Home-based caretaker,4,5,5,3,Yes - aware and used,Noticeably better,33,48,81,89,Annual membership,5,3,4,4,5,5,5,5,5,No significant barrier,Maybe,Busy Working Professional,No,3.6,3.88,4.25,4.0,4.67,5.0,4.56,2.75,64.5
R1823,30-39,Male,Full-time,USD 10000-19999,Cat,4-7 years,Frequently (5-10/yr),Work travel,0,1,1,0,1,0,489,5,3,5,4,4,Maybe - possible,3,2,1,3,5,4,5,4,4,4,5,4,1,4,2,0,0,6,0,2,Home-based caretaker,4,4,4,4,Yes - aware and used,Marginally better,37,54,77,124,Monthly subscription,5,5,4,5,3,5,5,4,4,No significant barrier,Yes,Anxious Premium Pet Parent,No,4.2,4.38,4.0,4.67,4.33,4.33,4.44,2.25,65.5
R1824,30-39,Male,Full-time,USD 20000+,Dog,4-7 years,Frequently (5-10/yr),Work travel,1,1,0,0,1,0,290,4,4,4,4,5,Yes - confirmed,3,2,3,3,4,4,3,5,4,4,4,3,1,3,4,5,1,0,1,0,Hybrid,4,5,4,3,Heard of but not used,Noticeably better,25,41,64,96,Monthly subscription,4,4,4,4,5,4,4,5,5,Data privacy concern,Yes,Busy Working Professional,No,4.2,3.88,4.0,4.0,4.33,4.67,4.33,2.75,52.5
R1825,40-49,Male,Full-time,USD 2000-4999,Dog,1-3 years,Never,Personal holiday,0,1,0,1,0,0,85,4,3,4,3,4,Yes - confirmed,4,5,4,2,4,4,3,4,4,3,3,4,0,2,1,0,0,11,1,0,No preference,4,4,2,3,Not aware,Would not switch,12,20,48,77,Pay-per-booking,1,3,3,3,3,2,3,3,3,Price too high,No,Trust-Sceptical Non-Adopter,No,3.6,3.62,3.25,2.33,2.67,3.0,2.67,3.75,34.0
R1826,22-29,Female,Full-time,USD 20000+,Rabbit/small mammal,1-3 years,Frequently (5-10/yr),Work travel,0,0,0,0,0,0,151,4,3,4,3,4,Maybe - possible,4,2,5,4,4,4,3,4,4,3,4,4,0,3,2,5,1,1,2,1,Hybrid,3,4,3,4,Not aware,Significantly better,27,46,80,100,Monthly subscription,4,4,3,5,4,4,5,5,4,No significant barrier,Yes,Convenience-Driven Casual Owner,No,3.6,3.75,3.5,3.67,4.33,4.67,4.22,3.75,63.0
